Station,ABP ,ALT ,AMS ,AMY ,AOC ,ASC ,ASK ,AVI ,AZR ,BAL ,BHD ,BKT ,BME ,BMW ,BRW ,BSC ,CBA ,CGO ,CHR ,CIB ,CMO ,CPT ,CRZ ,DRP ,DSI ,EIC ,GMI ,GOZ ,HBA ,HPB ,HSU ,HUN ,ICE ,IZO ,KCO ,KEY ,KUM ,KZD ,KZM ,LEF ,LLB ,LLN ,LMP ,MBC ,MEX ,MHD ,MID ,MKN ,MLO ,NAT ,NMB ,NWR ,OPW ,OXK ,PAL ,PAO ,PSA ,PTA ,RPB ,SDZ ,SEY ,SGI ,SGP ,SHM ,SMO ,SPO ,STC ,STM ,SUM ,SYO ,TAC ,TAP ,THD ,TIK ,USH ,UTA ,UUM ,WIS ,WLG ,WPC ,ZEP 
2018010208,406.7054443,418.4487305,403.6569824,423.2900391,404.7728271,405.166748,408.4692383,408.1795654,408.3839111,414.5916748,404.4307861,407.8582764,412.0489502,412.0489502,411.8327637,414.6795654,410.9216309,403.0563965,407.5551758,410.8748779,424.5325928,404.453125,403.8494873,404.2355957,414.8685303,404.6746826,407.2138672,410.8924561,403.9007568,413.5670166,421.222168,420.4556885,411.2362061,408.1705322,407.9932861,413.9732666,409.3643799,415.9061279,409.9387207,420.0290527,411.3426514,409.5705566,410.6396484,416.8969727,409.5057373,410.5107422,409.2004395,407.37854,407.4001465,406.8981934,405.2908936,409.5656738,410.9876709,412.1756592,414.2752686,404.3758545,404.4493408,417.4317627,407.6868896,416.6689453,407.7558594,404.3033447,416.241333,411.4906006,405.7385254,404.0802002,410.4528809,411.9351807,410.6729736,403.9123535,412.3829346,423.2900391,421.222168,423.4742432,404.7486572,419.9221191,416.9033203,412.7011719,412.5375977,408.6856689,412.4228516
2018010211,405.977417,418.4765625,403.6624756,423.567749,404.7784424,405.1834717,408.4311523,408.1607666,408.3648682,414.8118896,406.572876,407.6466064,411.8599854,411.8599854,411.7612305,413.9771729,410.9901123,404.1258545,407.5919189,410.5311279,426.1652832,404.3967285,403.7344971,404.2253418,414.4230957,404.7154541,407.4178467,410.4940186,403.9034424,412.1994629,422.894165,417.116333,411.3363037,408.2852783,407.991333,413.6363525,409.4260254,415.9820557,409.93396,418.7558594,411.4281006,409.5460205,410.6779785,416.7467041,409.6470947,410.7907715,409.0533447,407.1552734,407.3793945,406.5227051,404.2196045,409.2702637,410.7735596,412.4975586,414.0186768,404.3516846,404.4200439,420.4743652,407.6682129,417.1351318,407.7454834,404.2497559,416.9713135,411.4893799,405.7342529,404.0838623,410.4506836,411.894165,410.6817627,403.9230957,412.6376953,423.567749,422.894165,423.5701904,403.94104,421.6943359,417.161499,411.3585205,412.4018555,408.9815674,412.5552979
2018010214,404.9855957,418.4718018,403.6773682,422.4239502,404.78479,405.1922607,408.4345703,408.1090088,408.3404541,414.1934814,408.6534424,408.0006104,411.6168213,411.6168213,411.6296387,413.8358154,411.0081787,404.5825195,407.5709229,410.2680664,426.6904297,404.3670654,403.5731201,404.2010498,414.0761719,404.7650146,407.5068359,410.4822998,403.9068604,411.9219971,424.1292725,414.0527344,411.3410645,408.3918457,408.0003662,413.0894775,409.4615479,416.5516357,409.9527588,417.47229,411.7020264,409.2741699,410.6239014,416.5899658,409.7965088,410.7593994,408.8327637,406.7192383,407.2911377,406.0446777,404.0605469,408.8771973,410.8851318,412.6622314,413.862793,404.328125,404.3172607,424.7938232,407.644165,417.2546387,407.7966309,404.2067871,417.4154053,411.4692383,405.7299805,404.0877686,410.449585,411.864502,410.6806641,403.9284668,412.2071533,422.4239502,424.1292725,423.4916992,403.2883301,423.3378906,417.40271,411.3248291,412.612915,409.1970215,412.6998291
2018010217,404.3066406,418.4553223,403.6932373,422.1768799,404.7958984,405.2047119,408.5679932,408.0426025,408.3148193,413.5209961,409.2149658,408.4666748,411.3582764,411.3582764,411.5592041,414.022583,411.0150146,404.7884521,407.5203857,410.3773193,425.8829346,404.425293,403.4460449,404.2276611,413.8511963,404.8137207,407.5541992,410.9161377,403.909668,414.4327393,424.2709961,414.416626,411.2873535,408.4837646,407.9976807,412.480835,409.4785156,417.4799805,409.9830322,417.4241943,412.2687988,408.9365234,410.6104736,416.4464111,409.8907471,410.5175781,408.5880127,406.6915283,407.1157227,405.7497559,404.2874756,408.7910156,411.2022705,412.4863281,413.5993652,404.2958984,404.2545166,428.6610107,407.6236572,417.5948486,407.8449707,404.1744385,416.0106201,411.4456787,405.7290039,404.0908203,410.4331055,411.8283691,410.6762695,403.9512939,411.7807617,422.1768799,424.2709961,423.3809814,402.9003906,423.1013184,417.6542969,413.2331543,412.7504883,409.2791748,412.8104248
2018010220,404.5095215,418.4423828,403.7078857,421.9766846,404.8067627,405.2193604,408.6018066,408.0008545,408.2939453,413.0174561,406.8115234,408.9328613,411.1821289,411.1821289,411.5616455,414.1989746,411.0157471,404.5700684,407.5438232,410.2822266,423.4522705,404.5345459,403.3363037,404.3642578,413.7689209,404.8530273,407.6004639,411.1877441,403.9119873,416.9885254,421.3883057,414.8453369,411.2015381,408.5638428,407.9824219,412.0773926,409.4621582,418.3410645,410.008667,417.1697998,412.9567871,408.713501,410.6959229,416.3145752,410.0928955,410.5609131,408.30896,406.8041992,406.9354248,405.9094238,405.2531738,408.8057861,411.8729248,411.8841553,413.368042,404.2618408,404.2496338,428.4128418,407.6256104,418.0693359,407.8687744,404.1456299,414.6239014,411.4057617,405.7312012,404.0922852,410.4396973,411.7662354,410.6630859,404.0023193,411.6209717,421.9766846,421.3883057,423.4401855,402.6208496,416.0404053,417.9871826,415.4936523,413.3436279,409.3049316,412.8295898
2018010223,405.5374756,418.4128418,403.7165527,422.4898682,404.8045654,405.2207031,408.4794922,407.9892578,408.2799072,412.9197998,404.3927002,408.9034424,411.0982666,411.0982666,411.6258545,414.1605225,411.0306396,403.3886719,407.5806885,410.0931396,421.7949219,404.6446533,403.2706299,404.5058594,413.6467285,404.8800049,407.5010986,411.3175049,403.9130859,417.8652344,418.3861084,416.0100098,411.1135254,408.6439209,407.9737549,411.87146,409.428833,419.1040039,410.0463867,417.0097656,414.1064453,408.5462646,410.7683105,416.2110596,409.9979248,410.5185547,408.0268555,407.010376,406.8769531,406.3118896,406.4316406,408.7680664,411.9503174,411.8182373,413.3609619,404.2271729,404.2821045,425.8114014,407.6416016,418.8287354,407.8851318,404.1236572,414.6949463,411.3287354,405.7337646,404.0916748,410.4571533,411.6789551,410.621582,404.0795898,410.8868408,422.4898682,418.3861084,423.7219238,402.9714355,414.8530273,418.3446045,417.3779297,414.097168,409.2303467,412.9256592
2018010302,406.1898193,418.3397217,403.7155762,421.1837158,404.7906494,405.2091064,408.3100586,407.9766846,408.2728271,413.1270752,402.7880859,408.7037354,411.072876,411.072876,411.7352295,414.0091553,411.0708008,402.2576904,407.6188965,409.9147949,422.3302002,404.7229004,403.2598877,404.6191406,413.3927002,404.8964844,407.2102051,411.4415283,403.9141846,417.3681641,420.0371094,417.9941406,411.0594482,408.7316895,407.9805908,411.7226563,409.4483643,419.0980225,410.0914307,417.0960693,415.7290039,408.5401611,410.864502,416.1451416,409.7613525,410.4967041,407.7730713,407.1846924,406.9156494,406.5390625,408.1403809,408.722168,411.697998,411.161499,412.7281494,404.1931152,404.3039551,426.5039063,407.6525879,418.3516846,407.8936768,404.1126709,416.2591553,411.2784424,405.7429199,404.0911865,410.4788818,411.6032715,410.574585,404.102417,410.6640625,421.1837158,420.0371094,424.1070557,403.6174316,417.5594482,418.5012207,419.2166748,414.501709,409.1900635,412.9991455
2018010305,406.5432129,418.286377,403.7071533,419.1202393,404.7844238,405.2175293,408.2730713,407.9608154,408.258667,413.4708252,402.2429199,407.6314697,411.0540771,411.0540771,411.9012451,413.2944336,411.1157227,401.7644043,407.6092529,409.7950439,424.0181885,404.7421875,403.3122559,404.6807861,412.9780273,404.907959,407.1048584,411.4750977,403.9160156,416.7668457,422.7840576,418.960083,411.0581055,408.8449707,407.9902344,411.6785889,409.4766846,419.0917969,410.0842285,416.4647217,417.3154297,408.6131592,410.8920898,416.090332,410.0368652,410.4713135,407.6036377,407.3706055,406.9196777,406.6467285,408.9089355,408.7104492,411.942749,410.5050049,412.1191406,404.1669922,404.2652588,428.3968506,407.65271,416.8111572,407.8532715,404.1159668,416.9320068,411.2589111,405.751709,404.0905762,410.50354,411.5491943,410.5423584,404.0599365,410.7941895,419.1202393,422.7840576,424.4799805,403.928833,419.6721191,417.6115723,420.7886963,413.3575439,409.1706543,412.9095459
2018010308,406.7474365,418.2081299,403.6922607,420.1630859,404.7965088,405.2581787,408.3892822,407.9468994,408.2491455,413.8544922,403.6870117,406.9957275,410.9648438,410.9648438,412.130249,412.5270996,411.1682129,402.3630371,407.5913086,409.9025879,425.7415771,404.590332,403.2441406,404.6605225,412.5755615,404.9171143,407.2952881,411.0950928,403.9219971,415.3342285,424.9830322,415.932373,411.1209717,408.9407959,407.9871826,411.8918457,409.4654541,418.3269043,410.0220947,415.8049316,418.1387939,408.6756592,410.8466797,416.0373535,410.3908691,410.484375,407.4335938,407.6147461,406.9066162,406.7208252,405.5323486,408.7407227,411.9658203,410.5230713,413.0804443,404.1434326,404.1976318,430.6607666,407.6488037,416.300415,407.789917,404.1368408,417.4920654,411.2414551,405.756958,404.092041,410.5245361,411.5133057,410.5239258,403.9851074,410.8948975,420.1630859,424.9830322,424.8850098,403.8604736,420.8840332,416.7205811,416.3431396,412.4632568,409.1867676,412.7408447
2018010311,406.0773926,418.026001,403.6677246,422.0866699,404.8051758,405.2833252,408.5756836,407.9312744,408.2454834,413.6651611,405.8964844,407.1832275,410.862915,410.862915,412.3631592,411.8909912,411.24646,404.0633545,407.5460205,409.4453125,427.644165,404.3127441,403.1578369,404.5789795,412.197876,404.9259033,407.4906006,410.2919922,403.9289551,412.2878418,426.8306885,413.6956787,411.1717529,408.9672852,408.0025635,412.2523193,409.4110107,417.9425049,409.9528809,415.3504639,417.7525635,408.72229,410.6932373,415.9624023,410.5268555,410.4821777,407.3265381,407.6000977,406.956543,406.3953857,404.0625,408.7021484,411.7705078,411.052124,413.9036865,404.1318359,404.118042,433.4851074,407.6439209,417.015625,407.7664795,404.1652832,417.387085,411.2127686,405.7600098,404.0952148,410.5493164,411.4876709,410.4979248,403.9428711,411.0455322,422.0866699,426.8306885,425.3023682,403.5218506,421.6182861,416.8946533,412.3415527,411.5963135,409.2198486,412.7416992
