,0
0,408.9613563991934
1,409.3850128883928
2,410.76995147983865
3,411.7908964666665
4,412.3249115846774
5,411.0057770874998
6,408.0595497419355
7,406.196661455645
8,404.49302138750005
9,405.74984077016114
10,408.3315617874997
11,410.121448506073
