,0
0,413.03170999193577
1,413.21387358928575
2,413.85237207661316
3,415.1970184416666
4,413.78376524596774
5,411.26369945833346
6,404.18191342741926
7,398.39290139112904
8,399.5416406041668
9,405.31950760080645
10,410.66147497083364
11,414.0687988502023
