,0
0,403.7224296895165
1,404.0379344374999
2,404.00907222983875
3,404.98441616250034
4,405.1659247016128
5,405.3080804416667
6,405.9076884999998
7,406.50623247580626
8,406.48887478749987
9,406.40909622983884
10,406.2820650875
11,406.0321834453444
