,0
0,409.849581197581
1,411.27200357589265
2,411.6022860564518
3,413.2314166125
4,411.3041823669355
5,409.75018627083347
6,404.4182021653226
7,402.7121040322578
8,404.51943205833334
9,406.372546379032
10,409.19284069166656
11,411.2996228178139
