,0
0,411.6209309516132
1,412.9216756517859
2,414.2904585483871
3,414.8788477499998
4,413.44578772983897
5,409.7312934874997
6,402.7003357459678
7,399.3611034314516
8,399.9256865499998
9,405.37563313709694
10,411.339698658333
11,412.36052684615356
