,0
0,405.1810155322585
1,405.3506636964284
2,405.3658214717744
3,406.24653395416664
4,405.55632314919325
5,406.1283314666665
6,406.07006615725805
7,406.3218658225807
8,406.934665583333
9,407.31253175403236
10,406.72444432916666
11,407.15472166801624
