,0
0,413.5723568346776
1,413.7673630089286
2,413.96918017741945
3,415.62726492499985
4,415.1820414435481
5,412.4145686958332
6,405.43529833870946
7,399.0225196249998
8,399.93189162083314
9,405.454920370968
10,410.79685329166676
11,414.09799402429127
