,0
0,411.42872753629024
1,413.33998421428595
2,414.918221362903
3,415.27497700000004
4,415.35017147983854
5,411.1260891
6,405.3207046532258
7,400.8798681774195
8,402.53642828333335
9,407.0343121129033
10,411.6968392583332
11,413.0384909635624
