,0
0,414.8486703750001
1,415.33049310267836
2,416.53126057661314
3,418.59664053333296
4,422.5358381290321
5,417.35508615
6,416.24567450403237
7,411.0624422701614
8,414.1035034208333
9,415.37437503629
10,412.5763561541666
11,417.7200633441297
