,0
0,425.0450858185484
1,423.1977376562504
2,419.7916482580645
3,420.0952037625001
4,416.40326306451607
5,411.75414977083346
6,404.1319833225807
7,400.898659370968
8,402.9740450541666
9,411.49886606048386
10,419.7224494749999
11,424.15944456275327
