,0
0,403.248990076613
1,403.3947578035717
2,403.5616838548387
3,404.17443646250024
4,404.61225804435475
5,404.71905960833345
6,405.23806121370984
7,405.8262945967742
8,406.1264412374997
9,406.2559433104838
10,406.04630661666675
11,405.5919112914981
