,0
0,416.4964470322578
1,417.7382116249997
2,417.7844512822581
3,417.7562659124998
4,413.78703599999994
5,415.3588755124999
6,416.912394862903
7,411.3606209032255
8,407.6561303708334
9,413.391834375
10,420.9981632249998
11,420.9862588178138
