,0
0,406.01712736290335
1,405.2058835758929
2,405.86677256048415
3,405.79545644583317
4,406.0327483225808
5,406.1359689083334
6,406.49206431048384
7,407.46451703225824
8,406.74565261666675
9,406.6322521129034
10,406.3597828083331
11,406.9952716315787
