,0
0,408.1874021653226
1,407.9130979285718
2,408.7543033467743
3,406.7131965666666
4,406.14207939112896
5,405.8905981749995
6,405.96087893951625
7,406.31164463709706
8,406.31505354999973
9,406.5591441774196
10,406.86082675416645
11,408.06502417408905
