,0
0,405.44683900806444
1,405.58061724107137
2,405.358892266129
3,405.7565661375
4,405.5034541491933
5,406.39661851666665
6,406.5041684637098
7,407.9180766572577
8,407.77508049583315
9,408.07260822580656
10,407.43028233750016
11,407.16047736842086
