,0
0,407.4354747741935
1,407.0953915491067
2,408.32789169354817
3,408.04024430000027
4,407.7983275362901
5,407.7853761166668
6,407.2240833266127
7,407.0386972741937
8,406.34909235416677
9,406.8368813387097
10,407.55885037083345
11,408.26401300809704
