,0
0,404.3640007419352
1,404.9974725000001
2,404.55920424193533
3,404.67564723333334
4,404.8632459233869
5,405.3371180208333
6,405.4834135685482
7,406.0036923870968
8,406.18776067916673
9,406.38473365725764
10,406.40660707083333
11,406.4328532914981
