,0
0,420.4411468588707
1,420.9340632366069
2,420.3350842500002
3,422.1934192583334
4,419.6146650161288
5,421.17246002500025
6,416.1499670604838
7,421.4598947419356
8,411.3364427249997
9,417.2305317459676
10,422.34266205000006
11,424.32028766396763
