,0
0,411.3093178145161
1,410.31103270535704
2,413.5401194193548
3,412.56409416250006
4,412.0419944274195
5,411.48260306666657
6,408.900354830645
7,406.28689452419354
8,405.68472429999997
9,406.9974582217742
10,409.7339849041667
11,412.6293457489878
