,0
0,413.8527663548386
1,414.88861371875015
2,415.15522347177415
3,416.16963576666666
4,415.2563419838708
5,406.21775625
6,405.87700210887084
7,403.5024097741934
8,405.3553756583336
9,411.0995389999996
10,412.0158661749999
11,414.9224543319837
