,0
0,409.21703119758075
1,410.7577735044643
2,411.36156585483866
3,413.3124230750001
4,413.4383614838709
5,410.9035645875002
6,408.38643671370966
7,405.4551155040323
8,404.40895753333336
9,406.8039998749999
10,409.5780023958336
11,411.0919580080971
