,0
0,433.05813009274175
1,432.64971150446416
2,437.55451424596765
3,435.59824484999996
4,436.12527626209675
5,435.2633311041669
6,436.0157880524191
7,433.96390718548395
8,425.9353120500001
9,440.63943399596775
10,449.2596983416669
11,434.2838536477735
