,0
0,409.64936815322585
1,410.9361713839288
2,411.70675893548395
3,414.09619294583354
4,412.40581143145175
5,409.89525869166715
6,404.7338097016128
7,404.0250924798386
8,403.19871185416673
9,406.5886785443547
10,409.8571976875
11,411.088319117409
