,0
0,411.6749598467745
1,412.8163528348218
2,413.46592217741943
3,414.4362116708332
4,413.7650626451614
5,410.5895429916667
6,403.38525883064483
7,400.1847744435487
8,400.82233770833346
9,405.2169652258065
10,410.19272549583343
11,411.96680995951414
