,0
0,403.6964557943551
1,403.3248658794642
2,403.65562719354864
3,403.9147398541663
4,404.3101754919355
5,404.6204824916667
6,405.1574912943545
7,405.68379099193584
8,405.9458885083334
9,406.0546730120969
10,405.9305062416666
11,406.1288620364375
