,0
0,407.82391579032276
1,409.5796837232142
2,409.64230120967727
3,411.2769203166669
4,411.45506850806464
5,410.1905549125
6,407.36172499596756
7,405.4580649193548
8,405.36955399583326
9,405.4889416935482
10,407.4621583625002
11,409.3827214412957
