,0
0,410.3121250725806
1,411.252621799107
2,413.10917628629034
3,413.00277724166665
4,412.6123797580645
5,409.6772308624998
6,406.4926778911294
7,405.4486883830646
8,404.2432880416666
9,406.725497084677
10,409.7807979708334
11,413.56174889473675
