,0
0,414.6601290645161
1,414.93758787053594
2,416.09539329838685
3,416.7010080833333
4,421.3805907741935
5,427.2505920416666
6,423.4017519354837
7,413.0584933387097
8,409.9200249916669
9,412.6334910000001
10,415.8193263208334
11,418.1239348502023
