,0
0,411.4256008145158
1,412.44601604017856
2,414.38889585080653
3,415.2316228416669
4,414.1054724919356
5,409.23021789583316
6,405.41865023790325
7,401.38956351209674
8,401.33764672083356
9,407.07980872983853
10,411.10622164166665
11,412.88630717813766
