,0
0,403.85803233064513
1,403.73867090625015
2,403.7909765
3,404.13135211666673
4,404.50158285080636
5,404.7516902958332
6,405.13401879838756
7,405.6941497540321
8,406.0341725416667
9,406.16698944758065
10,406.1848905999999
11,406.187694004049
