,0
0,428.11705420967724
1,429.0498501874996
2,425.0587371290323
3,426.590556475
4,432.11570458467736
5,423.6943480333332
6,420.9323191612903
7,417.39442910080635
8,422.4310147541663
9,422.589028387097
10,433.42416537083335
11,428.22178122672057
