,0
0,408.5264413870969
1,409.99553395535725
2,410.43885925403237
3,411.06936122083357
4,410.7089824193548
5,410.4229908916667
6,408.53987565725834
7,407.09342633870966
8,406.39694940416666
9,406.2880692056452
10,407.58983370000027
11,409.3783513886638
