,0
0,403.76678180241953
1,403.68913760714275
2,403.8309108185484
3,404.138724275
4,404.4763753064516
5,404.73998743749974
6,405.1326990241937
7,405.70346402016105
8,406.02880282916686
9,406.17687681048386
10,406.1563347999999
11,406.10859349797573
