,0
0,405.772519879032
1,406.04694066964277
2,406.61987965725797
3,406.5640256166668
4,405.92033325403247
5,405.8447604875002
6,406.22672414919344
7,406.5530202177418
8,406.12848243750017
9,406.3276190120964
10,406.90759099583346
11,407.5030520323885
