,0
0,413.44822174193547
1,415.54543521428593
2,413.98454508870975
3,412.33822415416637
4,409.27522414919355
5,412.63528418333357
6,410.9574935846775
7,409.7471319798386
8,410.8273424458331
9,409.67802122983886
10,412.30672134583347
11,411.0940158542513
